Format,2.0A,
Memory Length,5000,
Trigger Level,35.0mV,
Source,CH1,
Label, ,
Probe Ratio,1.000E+00,
Vertical Units,V,
Vertical Scale,2.000E-02,
Vertical Position,-1.136E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-05,
Horizontal Position,4.530E-05,
Horizontal Mode,Main,
Sampling Period,2.000E-08,
Firmware,V1.13,
Time,15-Nov-18 23:37:02,
Mode,Detail,
Waveform Data,
-8.060000e-05,7.04e-02,
-8.058000e-05,7.20e-02,
-8.056000e-05,6.96e-02,
-8.054000e-05,7.28e-02,
-8.052000e-05,6.80e-02,
-8.050000e-05,7.20e-02,
-8.048000e-05,6.80e-02,
-8.046000e-05,7.12e-02,
-8.044000e-05,6.80e-02,
-8.042000e-05,7.12e-02,
-8.040000e-05,6.88e-02,
-8.038000e-05,7.04e-02,
-8.036000e-05,6.96e-02,
-8.034000e-05,7.12e-02,
-8.032000e-05,6.96e-02,
-8.030000e-05,7.04e-02,
-8.028000e-05,6.96e-02,
-8.026000e-05,7.12e-02,
-8.024000e-05,6.88e-02,
-8.022000e-05,7.12e-02,
-8.020000e-05,6.88e-02,
-8.018000e-05,7.12e-02,
-8.016000e-05,6.96e-02,
-8.014000e-05,7.04e-02,
-8.012000e-05,6.96e-02,
-8.010000e-05,7.04e-02,
-8.008000e-05,6.96e-02,
-8.006000e-05,7.12e-02,
-8.004000e-05,6.96e-02,
-8.002000e-05,7.12e-02,
-8.000000e-05,6.96e-02,
-7.998000e-05,7.12e-02,
-7.996000e-05,6.88e-02,
-7.994000e-05,7.12e-02,
-7.992000e-05,6.88e-02,
-7.990000e-05,7.12e-02,
-7.988000e-05,6.88e-02,
-7.986000e-05,7.12e-02,
-7.984000e-05,6.88e-02,
-7.982000e-05,7.12e-02,
-7.980000e-05,6.88e-02,
-7.978000e-05,7.12e-02,
-7.976000e-05,6.96e-02,
-7.974000e-05,7.12e-02,
-7.972000e-05,6.96e-02,
-7.970000e-05,7.04e-02,
-7.968000e-05,6.96e-02,
-7.966000e-05,7.12e-02,
-7.964000e-05,6.96e-02,
-7.962000e-05,7.12e-02,
-7.960000e-05,6.96e-02,
-7.958000e-05,7.04e-02,
-7.956000e-05,7.04e-02,
-7.954000e-05,7.20e-02,
-7.952000e-05,6.96e-02,
-7.950000e-05,7.12e-02,
-7.948000e-05,6.96e-02,
-7.946000e-05,7.12e-02,
-7.944000e-05,7.04e-02,
-7.942000e-05,7.04e-02,
-7.940000e-05,7.04e-02,
-7.938000e-05,7.20e-02,
-7.936000e-05,6.96e-02,
-7.934000e-05,7.20e-02,
-7.932000e-05,6.96e-02,
-7.930000e-05,7.20e-02,
-7.928000e-05,6.96e-02,
-7.926000e-05,7.20e-02,
-7.924000e-05,6.96e-02,
-7.922000e-05,7.12e-02,
-7.920000e-05,6.96e-02,
-7.918000e-05,7.20e-02,
-7.916000e-05,6.88e-02,
-7.914000e-05,7.12e-02,
-7.912000e-05,6.88e-02,
-7.910000e-05,7.12e-02,
-7.908000e-05,6.88e-02,
-7.906000e-05,7.04e-02,
-7.904000e-05,6.88e-02,
-7.902000e-05,7.04e-02,
-7.900000e-05,6.88e-02,
-7.898000e-05,7.04e-02,
-7.896000e-05,6.88e-02,
-7.894000e-05,7.04e-02,
-7.892000e-05,6.96e-02,
-7.890000e-05,7.04e-02,
-7.888000e-05,6.96e-02,
-7.886000e-05,7.12e-02,
-7.884000e-05,6.96e-02,
-7.882000e-05,7.12e-02,
-7.880000e-05,6.96e-02,
-7.878000e-05,7.12e-02,
-7.876000e-05,6.88e-02,
-7.874000e-05,7.04e-02,
-7.872000e-05,7.04e-02,
-7.870000e-05,7.12e-02,
-7.868000e-05,6.96e-02,
-7.866000e-05,7.12e-02,
-7.864000e-05,6.96e-02,
-7.862000e-05,7.12e-02,
-7.860000e-05,6.88e-02,
-7.858000e-05,7.12e-02,
-7.856000e-05,6.88e-02,
-7.854000e-05,7.04e-02,
-7.852000e-05,6.96e-02,
-7.850000e-05,7.04e-02,
-7.848000e-05,6.96e-02,
-7.846000e-05,7.12e-02,
-7.844000e-05,6.88e-02,
-7.842000e-05,7.04e-02,
-7.840000e-05,6.96e-02,
-7.838000e-05,7.04e-02,
-7.836000e-05,6.88e-02,
-7.834000e-05,7.04e-02,
-7.832000e-05,6.88e-02,
-7.830000e-05,7.04e-02,
-7.828000e-05,6.80e-02,
-7.826000e-05,6.96e-02,
-7.824000e-05,6.80e-02,
-7.822000e-05,6.96e-02,
-7.820000e-05,6.80e-02,
-7.818000e-05,6.96e-02,
-7.816000e-05,6.88e-02,
-7.814000e-05,7.04e-02,
-7.812000e-05,6.80e-02,
-7.810000e-05,7.04e-02,
-7.808000e-05,6.80e-02,
-7.806000e-05,6.96e-02,
-7.804000e-05,6.88e-02,
-7.802000e-05,7.04e-02,
-7.800000e-05,6.80e-02,
-7.798000e-05,6.96e-02,
-7.796000e-05,6.88e-02,
-7.794000e-05,6.96e-02,
-7.792000e-05,6.88e-02,
-7.790000e-05,6.96e-02,
-7.788000e-05,6.88e-02,
-7.786000e-05,7.04e-02,
-7.784000e-05,6.88e-02,
-7.782000e-05,7.04e-02,
-7.780000e-05,6.88e-02,
-7.778000e-05,7.04e-02,
-7.776000e-05,6.80e-02,
-7.774000e-05,7.04e-02,
-7.772000e-05,6.80e-02,
-7.770000e-05,7.04e-02,
-7.768000e-05,6.88e-02,
-7.766000e-05,7.04e-02,
-7.764000e-05,6.80e-02,
-7.762000e-05,6.96e-02,
-7.760000e-05,6.88e-02,
-7.758000e-05,7.04e-02,
-7.756000e-05,6.80e-02,
-7.754000e-05,6.96e-02,
-7.752000e-05,6.80e-02,
-7.750000e-05,6.96e-02,
-7.748000e-05,6.88e-02,
-7.746000e-05,7.04e-02,
-7.744000e-05,6.80e-02,
-7.742000e-05,6.96e-02,
-7.740000e-05,6.88e-02,
-7.738000e-05,7.04e-02,
-7.736000e-05,6.80e-02,
-7.734000e-05,7.04e-02,
-7.732000e-05,6.80e-02,
-7.730000e-05,6.96e-02,
-7.728000e-05,6.88e-02,
-7.726000e-05,6.96e-02,
-7.724000e-05,6.88e-02,
-7.722000e-05,7.04e-02,
-7.720000e-05,6.88e-02,
-7.718000e-05,7.04e-02,
-7.716000e-05,6.88e-02,
-7.714000e-05,7.04e-02,
-7.712000e-05,6.88e-02,
-7.710000e-05,7.04e-02,
-7.708000e-05,6.88e-02,
-7.706000e-05,7.04e-02,
-7.704000e-05,6.96e-02,
-7.702000e-05,6.96e-02,
-7.700000e-05,7.04e-02,
-7.698000e-05,7.04e-02,
-7.696000e-05,7.12e-02,
-7.694000e-05,7.20e-02,
-7.692000e-05,6.96e-02,
-7.690000e-05,7.28e-02,
-7.688000e-05,6.96e-02,
-7.686000e-05,7.20e-02,
-7.684000e-05,6.96e-02,
-7.682000e-05,7.20e-02,
-7.680000e-05,6.96e-02,
-7.678000e-05,7.20e-02,
-7.676000e-05,6.96e-02,
-7.674000e-05,7.20e-02,
-7.672000e-05,6.96e-02,
-7.670000e-05,7.20e-02,
-7.668000e-05,7.04e-02,
-7.666000e-05,7.20e-02,
-7.664000e-05,6.96e-02,
-7.662000e-05,7.04e-02,
-7.660000e-05,7.12e-02,
-7.658000e-05,7.20e-02,
-7.656000e-05,6.96e-02,
-7.654000e-05,7.28e-02,
-7.652000e-05,6.96e-02,
-7.650000e-05,7.20e-02,
-7.648000e-05,6.96e-02,
-7.646000e-05,7.20e-02,
-7.644000e-05,7.04e-02,
-7.642000e-05,7.20e-02,
-7.640000e-05,7.04e-02,
-7.638000e-05,7.20e-02,
-7.636000e-05,6.96e-02,
-7.634000e-05,7.20e-02,
-7.632000e-05,6.96e-02,
-7.630000e-05,7.20e-02,
-7.628000e-05,6.96e-02,
-7.626000e-05,7.12e-02,
-7.624000e-05,7.04e-02,
-7.622000e-05,7.20e-02,
-7.620000e-05,6.96e-02,
-7.618000e-05,7.20e-02,
-7.616000e-05,7.04e-02,
-7.614000e-05,7.20e-02,
-7.612000e-05,7.04e-02,
-7.610000e-05,7.20e-02,
-7.608000e-05,6.96e-02,
-7.606000e-05,7.12e-02,
-7.604000e-05,6.96e-02,
-7.602000e-05,7.20e-02,
-7.600000e-05,6.96e-02,
-7.598000e-05,7.12e-02,
-7.596000e-05,6.96e-02,
-7.594000e-05,7.12e-02,
-7.592000e-05,6.96e-02,
-7.590000e-05,7.20e-02,
-7.588000e-05,6.96e-02,
-7.586000e-05,7.20e-02,
-7.584000e-05,6.96e-02,
-7.582000e-05,7.12e-02,
-7.580000e-05,6.88e-02,
-7.578000e-05,7.12e-02,
-7.576000e-05,6.96e-02,
-7.574000e-05,7.20e-02,
-7.572000e-05,6.88e-02,
-7.570000e-05,7.04e-02,
-7.568000e-05,6.96e-02,
-7.566000e-05,7.12e-02,
-7.564000e-05,7.04e-02,
-7.562000e-05,7.12e-02,
-7.560000e-05,7.20e-02,
-7.558000e-05,7.12e-02,
-7.556000e-05,7.12e-02,
-7.554000e-05,7.20e-02,
-7.552000e-05,7.12e-02,
-7.550000e-05,7.20e-02,
-7.548000e-05,7.12e-02,
-7.546000e-05,7.28e-02,
-7.544000e-05,7.04e-02,
-7.542000e-05,7.20e-02,
-7.540000e-05,7.04e-02,
-7.538000e-05,7.20e-02,
-7.536000e-05,6.96e-02,
-7.534000e-05,7.36e-02,
-7.532000e-05,6.80e-02,
-7.530000e-05,7.28e-02,
-7.528000e-05,6.72e-02,
-7.526000e-05,7.76e-02,
-7.524000e-05,6.48e-02,
-7.522000e-05,8.24e-02,
-7.520000e-05,6.00e-02,
-7.518000e-05,7.60e-02,
-7.516000e-05,6.56e-02,
-7.514000e-05,7.12e-02,
-7.512000e-05,7.12e-02,
-7.510000e-05,7.20e-02,
-7.508000e-05,6.96e-02,
-7.506000e-05,7.20e-02,
-7.504000e-05,6.96e-02,
-7.502000e-05,7.12e-02,
-7.500000e-05,7.04e-02,
-7.498000e-05,7.04e-02,
-7.496000e-05,7.04e-02,
-7.494000e-05,7.12e-02,
-7.492000e-05,6.88e-02,
-7.490000e-05,7.04e-02,
-7.488000e-05,6.88e-02,
-7.486000e-05,7.04e-02,
-7.484000e-05,6.88e-02,
-7.482000e-05,7.12e-02,
-7.480000e-05,6.80e-02,
-7.478000e-05,7.12e-02,
-7.476000e-05,6.88e-02,
-7.474000e-05,7.12e-02,
-7.472000e-05,6.80e-02,
-7.470000e-05,7.04e-02,
-7.468000e-05,6.88e-02,
-7.466000e-05,7.04e-02,
-7.464000e-05,6.88e-02,
-7.462000e-05,7.04e-02,
-7.460000e-05,6.88e-02,
-7.458000e-05,7.12e-02,
-7.456000e-05,6.80e-02,
-7.454000e-05,7.12e-02,
-7.452000e-05,6.88e-02,
-7.450000e-05,6.88e-02,
-7.448000e-05,7.04e-02,
-7.446000e-05,7.04e-02,
-7.444000e-05,7.04e-02,
-7.442000e-05,7.20e-02,
-7.440000e-05,6.96e-02,
-7.438000e-05,7.12e-02,
-7.436000e-05,7.04e-02,
-7.434000e-05,7.12e-02,
-7.432000e-05,7.04e-02,
-7.430000e-05,7.20e-02,
-7.428000e-05,6.96e-02,
-7.426000e-05,7.20e-02,
-7.424000e-05,6.96e-02,
-7.422000e-05,7.20e-02,
-7.420000e-05,6.96e-02,
-7.418000e-05,7.20e-02,
-7.416000e-05,6.96e-02,
-7.414000e-05,7.12e-02,
-7.412000e-05,7.04e-02,
-7.410000e-05,7.20e-02,
-7.408000e-05,6.96e-02,
-7.406000e-05,7.20e-02,
-7.404000e-05,7.04e-02,
-7.402000e-05,7.20e-02,
-7.400000e-05,6.96e-02,
-7.398000e-05,7.20e-02,
-7.396000e-05,6.96e-02,
-7.394000e-05,7.12e-02,
-7.392000e-05,6.96e-02,
-7.390000e-05,7.12e-02,
-7.388000e-05,6.96e-02,
-7.386000e-05,7.12e-02,
-7.384000e-05,6.96e-02,
-7.382000e-05,7.12e-02,
-7.380000e-05,6.96e-02,
-7.378000e-05,7.20e-02,
-7.376000e-05,6.96e-02,
-7.374000e-05,7.20e-02,
-7.372000e-05,6.96e-02,
-7.370000e-05,7.12e-02,
-7.368000e-05,6.96e-02,
-7.366000e-05,7.12e-02,
-7.364000e-05,6.88e-02,
-7.362000e-05,7.04e-02,
-7.360000e-05,6.96e-02,
-7.358000e-05,7.12e-02,
-7.356000e-05,6.96e-02,
-7.354000e-05,7.12e-02,
-7.352000e-05,6.96e-02,
-7.350000e-05,7.12e-02,
-7.348000e-05,6.88e-02,
-7.346000e-05,7.12e-02,
-7.344000e-05,6.96e-02,
-7.342000e-05,7.12e-02,
-7.340000e-05,6.96e-02,
-7.338000e-05,7.12e-02,
-7.336000e-05,6.96e-02,
-7.334000e-05,7.12e-02,
-7.332000e-05,6.96e-02,
-7.330000e-05,7.12e-02,
-7.328000e-05,6.96e-02,
-7.326000e-05,7.12e-02,
-7.324000e-05,6.96e-02,
-7.322000e-05,7.12e-02,
-7.320000e-05,7.04e-02,
-7.318000e-05,7.20e-02,
-7.316000e-05,7.04e-02,
-7.314000e-05,7.20e-02,
-7.312000e-05,6.96e-02,
-7.310000e-05,7.20e-02,
-7.308000e-05,7.04e-02,
-7.306000e-05,7.20e-02,
-7.304000e-05,7.04e-02,
-7.302000e-05,7.20e-02,
-7.300000e-05,7.04e-02,
-7.298000e-05,7.20e-02,
-7.296000e-05,7.04e-02,
-7.294000e-05,7.28e-02,
-7.292000e-05,7.04e-02,
-7.290000e-05,7.20e-02,
-7.288000e-05,7.28e-02,
-7.286000e-05,7.36e-02,
-7.284000e-05,7.12e-02,
-7.282000e-05,7.36e-02,
-7.280000e-05,7.12e-02,
-7.278000e-05,7.36e-02,
-7.276000e-05,7.12e-02,
-7.274000e-05,7.36e-02,
-7.272000e-05,7.12e-02,
-7.270000e-05,7.28e-02,
-7.268000e-05,7.20e-02,
-7.266000e-05,7.36e-02,
-7.264000e-05,7.12e-02,
-7.262000e-05,7.28e-02,
-7.260000e-05,7.20e-02,
-7.258000e-05,7.36e-02,
-7.256000e-05,7.12e-02,
-7.254000e-05,7.36e-02,
-7.252000e-05,7.12e-02,
-7.250000e-05,7.36e-02,
-7.248000e-05,7.12e-02,
-7.246000e-05,7.36e-02,
-7.244000e-05,7.12e-02,
-7.242000e-05,7.28e-02,
-7.240000e-05,7.20e-02,
-7.238000e-05,7.28e-02,
-7.236000e-05,7.20e-02,
-7.234000e-05,7.20e-02,
-7.232000e-05,7.28e-02,
-7.230000e-05,7.28e-02,
-7.228000e-05,7.20e-02,
-7.226000e-05,7.44e-02,
-7.224000e-05,7.12e-02,
-7.222000e-05,7.36e-02,
-7.220000e-05,7.04e-02,
-7.218000e-05,7.36e-02,
-7.216000e-05,7.12e-02,
-7.214000e-05,7.28e-02,
-7.212000e-05,7.12e-02,
-7.210000e-05,7.36e-02,
-7.208000e-05,7.12e-02,
-7.206000e-05,7.28e-02,
-7.204000e-05,7.20e-02,
-7.202000e-05,7.36e-02,
-7.200000e-05,7.12e-02,
-7.198000e-05,7.28e-02,
-7.196000e-05,7.20e-02,
-7.194000e-05,7.36e-02,
-7.192000e-05,7.12e-02,
-7.190000e-05,7.36e-02,
-7.188000e-05,7.12e-02,
-7.186000e-05,7.36e-02,
-7.184000e-05,7.12e-02,
-7.182000e-05,7.28e-02,
-7.180000e-05,7.12e-02,
-7.178000e-05,7.28e-02,
-7.176000e-05,7.12e-02,
-7.174000e-05,7.28e-02,
-7.172000e-05,7.12e-02,
-7.170000e-05,7.28e-02,
-7.168000e-05,7.12e-02,
-7.166000e-05,7.36e-02,
-7.164000e-05,7.12e-02,
-7.162000e-05,7.36e-02,
-7.160000e-05,7.12e-02,
-7.158000e-05,7.28e-02,
-7.156000e-05,7.20e-02,
-7.154000e-05,7.28e-02,
-7.152000e-05,7.20e-02,
-7.150000e-05,7.36e-02,
-7.148000e-05,7.12e-02,
-7.146000e-05,7.36e-02,
-7.144000e-05,7.12e-02,
-7.142000e-05,7.28e-02,
-7.140000e-05,7.28e-02,
-7.138000e-05,7.28e-02,
-7.136000e-05,7.20e-02,
-7.134000e-05,7.28e-02,
-7.132000e-05,7.36e-02,
-7.130000e-05,7.28e-02,
-7.128000e-05,7.44e-02,
-7.126000e-05,7.44e-02,
-7.124000e-05,7.36e-02,
-7.122000e-05,7.52e-02,
-7.120000e-05,7.28e-02,
-7.118000e-05,7.52e-02,
-7.116000e-05,7.28e-02,
-7.114000e-05,7.52e-02,
-7.112000e-05,7.28e-02,
-7.110000e-05,7.44e-02,
-7.108000e-05,7.28e-02,
-7.106000e-05,7.52e-02,
-7.104000e-05,7.28e-02,
-7.102000e-05,7.52e-02,
-7.100000e-05,7.28e-02,
-7.098000e-05,7.44e-02,
-7.096000e-05,7.28e-02,
-7.094000e-05,7.44e-02,
-7.092000e-05,7.28e-02,
-7.090000e-05,7.52e-02,
-7.088000e-05,7.28e-02,
-7.086000e-05,7.44e-02,
-7.084000e-05,7.28e-02,
-7.082000e-05,7.44e-02,
-7.080000e-05,7.28e-02,
-7.078000e-05,7.44e-02,
-7.076000e-05,7.28e-02,
-7.074000e-05,7.44e-02,
-7.072000e-05,7.28e-02,
-7.070000e-05,7.44e-02,
-7.068000e-05,7.28e-02,
-7.066000e-05,7.44e-02,
-7.064000e-05,7.20e-02,
-7.062000e-05,7.44e-02,
-7.060000e-05,7.28e-02,
-7.058000e-05,7.44e-02,
-7.056000e-05,7.28e-02,
-7.054000e-05,7.44e-02,
-7.052000e-05,7.36e-02,
-7.050000e-05,7.44e-02,
-7.048000e-05,7.36e-02,
-7.046000e-05,7.52e-02,
-7.044000e-05,7.28e-02,
-7.042000e-05,7.44e-02,
-7.040000e-05,7.28e-02,
-7.038000e-05,7.44e-02,
-7.036000e-05,7.28e-02,
-7.034000e-05,7.44e-02,
-7.032000e-05,7.28e-02,
-7.030000e-05,7.44e-02,
-7.028000e-05,7.28e-02,
-7.026000e-05,7.52e-02,
-7.024000e-05,7.28e-02,
-7.022000e-05,7.52e-02,
-7.020000e-05,7.28e-02,
-7.018000e-05,7.44e-02,
-7.016000e-05,7.28e-02,
-7.014000e-05,7.44e-02,
-7.012000e-05,7.28e-02,
-7.010000e-05,7.44e-02,
-7.008000e-05,7.28e-02,
-7.006000e-05,7.44e-02,
-7.004000e-05,7.28e-02,
-7.002000e-05,7.44e-02,
-7.000000e-05,7.28e-02,
-6.998000e-05,7.44e-02,
-6.996000e-05,7.28e-02,
-6.994000e-05,7.52e-02,
-6.992000e-05,7.20e-02,
-6.990000e-05,7.44e-02,
-6.988000e-05,7.28e-02,
-6.986000e-05,7.44e-02,
-6.984000e-05,7.28e-02,
-6.982000e-05,7.28e-02,
-6.980000e-05,7.44e-02,
-6.978000e-05,7.44e-02,
-6.976000e-05,7.28e-02,
-6.974000e-05,7.52e-02,
-6.972000e-05,7.28e-02,
-6.970000e-05,7.44e-02,
-6.968000e-05,7.28e-02,
-6.966000e-05,7.44e-02,
-6.964000e-05,7.20e-02,
-6.962000e-05,7.52e-02,
-6.960000e-05,7.20e-02,
-6.958000e-05,7.36e-02,
-6.956000e-05,7.36e-02,
-6.954000e-05,7.44e-02,
-6.952000e-05,7.28e-02,
-6.950000e-05,7.52e-02,
-6.948000e-05,7.28e-02,
-6.946000e-05,7.52e-02,
-6.944000e-05,7.28e-02,
-6.942000e-05,7.44e-02,
-6.940000e-05,7.28e-02,
-6.938000e-05,7.44e-02,
-6.936000e-05,7.28e-02,
-6.934000e-05,7.44e-02,
-6.932000e-05,7.28e-02,
-6.930000e-05,7.44e-02,
-6.928000e-05,7.28e-02,
-6.926000e-05,7.44e-02,
-6.924000e-05,7.28e-02,
-6.922000e-05,7.44e-02,
-6.920000e-05,7.20e-02,
-6.918000e-05,7.44e-02,
-6.916000e-05,7.20e-02,
-6.914000e-05,7.44e-02,
-6.912000e-05,7.20e-02,
-6.910000e-05,7.44e-02,
-6.908000e-05,7.28e-02,
-6.906000e-05,7.44e-02,
-6.904000e-05,7.28e-02,
-6.902000e-05,7.44e-02,
-6.900000e-05,7.20e-02,
-6.898000e-05,7.44e-02,
-6.896000e-05,7.20e-02,
-6.894000e-05,7.44e-02,
-6.892000e-05,7.20e-02,
-6.890000e-05,7.44e-02,
-6.888000e-05,7.28e-02,
-6.886000e-05,7.44e-02,
-6.884000e-05,7.20e-02,
-6.882000e-05,7.44e-02,
-6.880000e-05,7.20e-02,
-6.878000e-05,7.44e-02,
-6.876000e-05,7.28e-02,
-6.874000e-05,7.44e-02,
-6.872000e-05,7.20e-02,
-6.870000e-05,7.44e-02,
-6.868000e-05,7.28e-02,
-6.866000e-05,7.44e-02,
-6.864000e-05,7.28e-02,
-6.862000e-05,7.44e-02,
-6.860000e-05,7.28e-02,
-6.858000e-05,7.44e-02,
-6.856000e-05,7.28e-02,
-6.854000e-05,7.44e-02,
-6.852000e-05,7.20e-02,
-6.850000e-05,7.36e-02,
-6.848000e-05,7.28e-02,
-6.846000e-05,7.36e-02,
-6.844000e-05,7.20e-02,
-6.842000e-05,7.36e-02,
-6.840000e-05,7.20e-02,
-6.838000e-05,7.44e-02,
-6.836000e-05,7.12e-02,
-6.834000e-05,7.36e-02,
-6.832000e-05,7.20e-02,
-6.830000e-05,7.36e-02,
-6.828000e-05,7.20e-02,
-6.826000e-05,7.44e-02,
-6.824000e-05,7.20e-02,
-6.822000e-05,7.36e-02,
-6.820000e-05,7.20e-02,
-6.818000e-05,7.36e-02,
-6.816000e-05,7.20e-02,
-6.814000e-05,7.36e-02,
-6.812000e-05,7.28e-02,
-6.810000e-05,7.44e-02,
-6.808000e-05,7.20e-02,
-6.806000e-05,7.36e-02,
-6.804000e-05,7.28e-02,
-6.802000e-05,7.36e-02,
-6.800000e-05,7.20e-02,
-6.798000e-05,7.36e-02,
-6.796000e-05,7.20e-02,
-6.794000e-05,7.44e-02,
-6.792000e-05,7.20e-02,
-6.790000e-05,7.36e-02,
-6.788000e-05,7.28e-02,
-6.786000e-05,7.36e-02,
-6.784000e-05,7.20e-02,
-6.782000e-05,7.44e-02,
-6.780000e-05,7.20e-02,
-6.778000e-05,7.44e-02,
-6.776000e-05,7.12e-02,
-6.774000e-05,7.36e-02,
-6.772000e-05,7.28e-02,
-6.770000e-05,7.36e-02,
-6.768000e-05,7.20e-02,
-6.766000e-05,7.36e-02,
-6.764000e-05,7.28e-02,
-6.762000e-05,7.44e-02,
-6.760000e-05,7.20e-02,
-6.758000e-05,7.44e-02,
-6.756000e-05,7.20e-02,
-6.754000e-05,7.44e-02,
-6.752000e-05,7.20e-02,
-6.750000e-05,7.36e-02,
-6.748000e-05,7.28e-02,
-6.746000e-05,7.36e-02,
-6.744000e-05,7.28e-02,
-6.742000e-05,7.44e-02,
-6.740000e-05,7.20e-02,
-6.738000e-05,7.44e-02,
-6.736000e-05,7.20e-02,
-6.734000e-05,7.44e-02,
-6.732000e-05,7.20e-02,
-6.730000e-05,7.44e-02,
-6.728000e-05,7.20e-02,
-6.726000e-05,7.44e-02,
-6.724000e-05,7.20e-02,
-6.722000e-05,7.44e-02,
-6.720000e-05,7.28e-02,
-6.718000e-05,7.44e-02,
-6.716000e-05,7.28e-02,
-6.714000e-05,7.44e-02,
-6.712000e-05,7.28e-02,
-6.710000e-05,7.44e-02,
-6.708000e-05,7.28e-02,
-6.706000e-05,7.44e-02,
-6.704000e-05,7.28e-02,
-6.702000e-05,7.44e-02,
-6.700000e-05,7.36e-02,
-6.698000e-05,7.44e-02,
-6.696000e-05,7.36e-02,
-6.694000e-05,7.52e-02,
-6.692000e-05,7.36e-02,
-6.690000e-05,7.52e-02,
-6.688000e-05,7.28e-02,
-6.686000e-05,7.52e-02,
-6.684000e-05,7.28e-02,
-6.682000e-05,7.52e-02,
-6.680000e-05,7.28e-02,
-6.678000e-05,7.52e-02,
-6.676000e-05,7.28e-02,
-6.674000e-05,7.52e-02,
-6.672000e-05,7.28e-02,
-6.670000e-05,7.52e-02,
-6.668000e-05,7.28e-02,
-6.666000e-05,7.52e-02,
-6.664000e-05,7.28e-02,
-6.662000e-05,7.52e-02,
-6.660000e-05,7.28e-02,
-6.658000e-05,7.52e-02,
-6.656000e-05,7.20e-02,
-6.654000e-05,7.52e-02,
-6.652000e-05,7.12e-02,
-6.650000e-05,7.44e-02,
-6.648000e-05,7.20e-02,
-6.646000e-05,7.44e-02,
-6.644000e-05,7.20e-02,
-6.642000e-05,7.36e-02,
-6.640000e-05,7.20e-02,
-6.638000e-05,7.36e-02,
-6.636000e-05,7.28e-02,
-6.634000e-05,7.44e-02,
-6.632000e-05,7.28e-02,
-6.630000e-05,7.44e-02,
-6.628000e-05,7.28e-02,
-6.626000e-05,7.44e-02,
-6.624000e-05,7.20e-02,
-6.622000e-05,7.44e-02,
-6.620000e-05,7.20e-02,
-6.618000e-05,7.44e-02,
-6.616000e-05,7.20e-02,
-6.614000e-05,7.44e-02,
-6.612000e-05,7.20e-02,
-6.610000e-05,7.36e-02,
-6.608000e-05,7.28e-02,
-6.606000e-05,7.36e-02,
-6.604000e-05,7.20e-02,
-6.602000e-05,7.44e-02,
-6.600000e-05,7.12e-02,
-6.598000e-05,7.44e-02,
-6.596000e-05,7.12e-02,
-6.594000e-05,7.36e-02,
-6.592000e-05,7.20e-02,
-6.590000e-05,7.36e-02,
-6.588000e-05,7.20e-02,
-6.586000e-05,7.36e-02,
-6.584000e-05,7.20e-02,
-6.582000e-05,7.36e-02,
-6.580000e-05,7.20e-02,
-6.578000e-05,7.36e-02,
-6.576000e-05,7.20e-02,
-6.574000e-05,7.36e-02,
-6.572000e-05,7.20e-02,
-6.570000e-05,7.36e-02,
-6.568000e-05,7.20e-02,
-6.566000e-05,7.36e-02,
-6.564000e-05,7.20e-02,
-6.562000e-05,7.36e-02,
-6.560000e-05,7.20e-02,
-6.558000e-05,7.36e-02,
-6.556000e-05,7.20e-02,
-6.554000e-05,7.36e-02,
-6.552000e-05,7.20e-02,
-6.550000e-05,7.36e-02,
-6.548000e-05,7.20e-02,
-6.546000e-05,7.36e-02,
-6.544000e-05,7.12e-02,
-6.542000e-05,7.28e-02,
-6.540000e-05,7.04e-02,
-6.538000e-05,7.28e-02,
-6.536000e-05,7.04e-02,
-6.534000e-05,7.28e-02,
-6.532000e-05,7.04e-02,
-6.530000e-05,7.28e-02,
-6.528000e-05,7.04e-02,
-6.526000e-05,7.20e-02,
-6.524000e-05,7.04e-02,
-6.522000e-05,7.20e-02,
-6.520000e-05,7.04e-02,
-6.518000e-05,7.20e-02,
-6.516000e-05,7.04e-02,
-6.514000e-05,7.20e-02,
-6.512000e-05,7.04e-02,
-6.510000e-05,7.20e-02,
-6.508000e-05,7.04e-02,
-6.506000e-05,7.20e-02,
-6.504000e-05,7.04e-02,
-6.502000e-05,7.20e-02,
-6.500000e-05,7.04e-02,
-6.498000e-05,7.20e-02,
-6.496000e-05,7.04e-02,
-6.494000e-05,7.20e-02,
-6.492000e-05,7.12e-02,
-6.490000e-05,7.20e-02,
-6.488000e-05,7.04e-02,
-6.486000e-05,7.20e-02,
-6.484000e-05,7.04e-02,
-6.482000e-05,7.28e-02,
-6.480000e-05,7.04e-02,
-6.478000e-05,7.20e-02,
-6.476000e-05,7.04e-02,
-6.474000e-05,7.20e-02,
-6.472000e-05,7.04e-02,
-6.470000e-05,7.28e-02,
-6.468000e-05,7.04e-02,
-6.466000e-05,7.20e-02,
-6.464000e-05,7.12e-02,
-6.462000e-05,7.28e-02,
-6.460000e-05,7.12e-02,
-6.458000e-05,7.36e-02,
-6.456000e-05,7.04e-02,
-6.454000e-05,7.28e-02,
-6.452000e-05,7.12e-02,
-6.450000e-05,7.28e-02,
-6.448000e-05,7.12e-02,
-6.446000e-05,7.28e-02,
-6.444000e-05,7.12e-02,
-6.442000e-05,7.28e-02,
